"question_id","question_name","form","question_lang","question_desc","question_notes","question_unit","question_posstm","question_negstm","question_perfstmt"
1779,"Expérience avec tricot","Socio-economic baseline","fr","Avez-vous déjà contribué à un essai tricot ? Si oui, combien de fois ? Zéro si c'est la première fois.",NA,"",NA,NA,NA
1637,"Qui contrôle l'échange de semences","Socio-economic baseline","fr","Qui dans votre ménage est responsable de la conservation ou de l'échange des semences de {votre culture tricot} ?",NA,"-",NA,NA,NA
1756,"Source des variétés","Socio-economic baseline","fr","Quelle est la source des semences de {votre culture tricot} ?",NA,"-",NA,NA,NA
1754,"Nombre de variétés","Socio-economic baseline","fr","Combien de variétés différentes de {votre culture tricot} votre ménage produit-il ?",NA,"",NA,NA,NA
1755,"Nom de la variété","Socio-economic baseline","fr","Quel est le nom des variétés de {votre culture tricot} que vous produisez habituellement ?",NA,"-",NA,NA,NA
1757,"Marque de la variété","Socio-economic baseline","fr","La semence que vous achetez a-t-elle une marque et une étiquette ? Si oui, veuillez indiquer le nom.",NA,"-",NA,NA,NA
1752,"Modes de vente","Socio-economic baseline","fr","Comment vendez-vous habituellement {votre culture tricot} ?",NA,"-",NA,NA,NA
1636,"Qui contrôle la vente","Socio-economic baseline","fr","Qui dans votre ménage est principalement responsable de la vente de {votre culture tricot} ?",NA,"-",NA,NA,NA
1753,"Distance au marché","Socio-economic baseline","fr","Quelle est la distance depuis votre ferme jusqu'au lieu de vente le plus proche pour {votre culture tricot} ?",NA,"distance de marche en minutes",NA,NA,NA
1750,"Part de vente","Socio-economic baseline","fr","Quelle part de votre récolte de {votre culture tricot} vendez-vous habituellement ?",NA,"%",NA,NA,NA
1751,"Revenu de la vente des cultures","Socio-economic baseline","fr","Quelle part de votre revenu total du ménage provient de la vente de {votre culture tricot} ?",NA,"%",NA,NA,NA
1635,"Qui contrôle la production","Socio-economic baseline","fr","Qui dans votre ménage est principalement responsable de la production de {votre culture tricot} ?",NA,"-",NA,NA,NA
1664,"Production au cours des 12 derniers mois","Socio-economic baseline","fr","Avez-vous produit {votre culture tricot} au cours des 12 derniers mois ?",NA,"-",NA,NA,NA
1748,"Fréquence de production","Socio-economic baseline","fr","Combien de fois par an produisez-vous habituellement {votre culture tricot} ?",NA,"nombre de fois/an",NA,NA,NA
1665,"Raison de la non-production","Socio-economic baseline","fr","En cas de non-production au cours des 12 derniers mois, pourquoi ?",NA,"",NA,NA,NA
1749,"Pratiques de production","Socio-economic baseline","fr","Lesquelles des pratiques suivantes appliquez-vous habituellement dans la production de {votre culture tricot} ?",NA,"-",NA,NA,NA
4960,"Stockage","Socio-economic baseline","fr","Stockez-vous vos aliments pendant une longue période avant de les consommer ?",NA,"-",NA,NA,NA
1794,"Type de stockage","Socio-economic baseline","fr","Quel type de stockage avez-vous utilisé ?",NA,"-",NA,NA,NA
4978,"Durée de conservation","Socio-economic baseline","fr","Si oui, quelle est la durée de conservation maximale que vous utilisez habituellement pour vos récoltes ?",NA,"jours",NA,NA,NA
4979,"Gestion des surplus","Socio-economic baseline","fr","Comment gérez-vous les surplus de votre récolte (plus que ce que vous pouvez consommer immédiatement) ?",NA,"",NA,NA,NA
4980,"Achat de récoltes","Socio-economic baseline","fr","Outre la production sur votre exploitation, achetez-vous également sur le marché la récolte testée lors de votre essai ?",NA,"-",NA,NA,NA
4981,"Critères d'achat","Socio-economic baseline","fr","Si oui, sur quels critères vous basez-vous pour choisir d'acheter ? (Cochez toutes les réponses pertinentes)",NA,"-",NA,NA,NA
1761,"Membre d'une organisation","Socio-economic baseline","fr","À quels types d'organisation appartenez-vous ?",NA,"-",NA,NA,NA
1758,"Service de vulgarisation public","Socio-economic baseline","fr","Êtes-vous en contact avec des agents de vulgarisation publics par rapport à la production de {votre culture tricot} ?",NA,"-",NA,NA,NA
1759,"Service de vulgarisation privé","Socio-economic baseline","fr","Êtes-vous en contact avec des agents de vulgarisation privés par rapport à la production de {votre culture tricot} ?",NA,"-",NA,NA,NA
